Партія,Місцева організація,Область,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Всеукраїнське об’єднання “Батьківщина”,Ізмаїльська міська організація,,26134815,"68600, Одеська обл., місто Ізмаїл, ПРОСПЕКТ МИРУ, будинок 35, квартира 22","68600, Одеська обл., місто Ізмаїл, проспект МИРУ, будинок 35, квартира 22",
Всеукраїнське об’єднання “Батьківщина”,Чорноморська міська організація,,26133744,"68003, Одеська обл., місто Чорноморськ, вул. Героїв Сталінграду, будинок 16, кв. 187","68003, Одеська обл., місто Чорноморськ, вул. Героїв Сталінграду, будинок 16, кв. 187",
Всеукраїнське об’єднання “Батьківщина”,Подільська міська організація,,26133856,"66300, Одеська обл., місто Подільськ, ВУЛИЦЯ Сільськогосподарська, будинок, 2","66300, Одеська обл., місто Подільськ, вул. Сільськогосподарська, будинок, 2",
Всеукраїнське об’єднання “Батьківщина”,Одеська міська організація,,26133589,"65045, Одеська обл., місто Одеса, ВУЛИЦЯ Преображенська, будинок 45,","65045, Одеська обл., місто Одеса, вул. Преображенська, будинок 45,","ПАО ""Марфін Банк"", МФО 328168, р/р 26004251221"
Всеукраїнське об’єднання “Батьківщина”,Теплодарська міська організація,,25828154,"65490, Одеська обл., місто Теплодар, ВУЛИЦЯ ПОЛЬОВА, будинок 2, офіс 1","65490, Одеська обл., місто Теплодар, вул. ПОЛЬОВА, будинок 2, офіс 1",
Всеукраїнське об’єднання “Батьківщина”,Южненська міська організація,,26133903,"65481, Одеська обл., місто Южне, ПРОСПЕКТ ЛЕНІНА, будинок 9, корпус Г","65481, Одеська обл., місто Южне, проспект ЛЕНІНА, будинок 9, корпус Г",
Всеукраїнське об’єднання “Батьківщина”,Ананьївська районна організація,,26133738,"66400, Одеська обл., Ананьївський район, місто Ананьїв, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 55","66400, Одеська обл., Ананьївський район, місто Ананьїв, вул. НЕЗАЛЕЖНОСТІ, будинок 55",
Всеукраїнське об’єднання “Батьківщина”,Арцизька районна організація,,26133827,"68400, Одеська обл., Арцизький р-н, м. Арциз, вул. Орджонікідзе, буд. 2-К","68400, Одеська обл., Арцизький р-н, м. Арциз, вул. Орджонікідзе, буд. 2-К",
Всеукраїнське об’єднання “Батьківщина”,Балтська районна організація,,26133804,"66101, Одеська обл., місто Балта, ВУЛИЦЯ ОСТРОВІДОВА, будинок 5","66101, Одеська обл., місто Балта, вул. Любомирська, 185",
Всеукраїнське об’єднання “Батьківщина”,Березівська районна організація,,26133784,"67300, Одеська обл., Березівський район, місто Березівка, ВУЛИЦЯ К.ЦЕТКІН, будинок 47","67300, Одеська обл., Березівський район, місто Березівка, площа Шевченко,6",
Всеукраїнське об’єднання “Батьківщина”,Білгород-Дністровська районна організація,,26111091,"67701, Одеська обл., місто Білгород-Дністровський, ВУЛИЦЯ ШЕВЧЕНКА, будинок 1","67701, Одеська обл., місто Білгород-Дністровський, вул. Олімпійська,10",
Всеукраїнське об’єднання “Батьківщина”,Біляївська районна організація,,26134525,"67600, Одеська обл., місто Біляївка, ВУЛ.ЛЕНІНА, будинок 145","67600, Одеська обл., місто Біляївка, ВУЛ.ЛЕНІНА, будинок 145",
Всеукраїнське об’єднання “Батьківщина”,Болградська районна організація,,34670417,"68702, Одеська обл., Болградський район, місто Болград, ВУЛ.ЛЕНІНА, будинок 107-А","68702, Одеська обл., Болградський район, місто Болград, ВУЛ.ЛЕНІНА, будинок 107-А",
Всеукраїнське об’єднання “Батьківщина”,Великомихайлівська районна організація,,26133715,"67100, Одеська обл., Великомихайлівський район, селище міського типу Велика Михайлівка, ВУЛИЦЯ ПУШКІНА, будинок 5","67100,Одеська обл., Великомихайлівський район, селище міського типу Велика Михайлівка, вул. ПУШКІНА, будинок 5",
Всеукраїнське об’єднання “Батьківщина”,Іванівська районна організація,,33468204,"67200, Одеська обл., Іванівський район, селище міського типу Іванівка, ВУЛ. ШЕВЧЕНКА, будинок 4 А","67200, Одеська обл., Іванівський район, селище міського типу Іванівка, ВУЛ. ШЕВЧЕНКА, будинок 4 А",
Всеукраїнське об’єднання “Батьківщина”,Ізмаїльська районна організація,,33799243,"68600, Одеська обл., м. Ізмаїл, пр-т Миру, буд. 35, кв. 22","68600, Одеська обл., м. Ізмаїл, пр-т Миру, буд. 35, кв. 22",
Всеукраїнське об’єднання “Батьківщина”,Кілійська районна організація,,26133939,"68303, Одеська обл., Кілійський район, місто Кілія, ВУЛИЦЯ ПОКРОВСЬКА, будинок 29","68303, Одеська обл., Кілійський район, місто Кілія, вул. ПОКРОВСЬКА, будинок 29",
Всеукраїнське об’єднання “Батьківщина”,Кодимська районна організація,,26133849,"66000 Одеська обл., Кодимський р-н, м. Кодима, ВУЛИЦЯ СОБОРНА, будинок 89, офіс 1","66000 Одеська обл., Кодимський р-н, м. Кодима, вул. СОБОРНА, будинок 89, офіс 1",
Всеукраїнське об’єднання “Батьківщина”,Лиманська районна організація,,26134382,"67500, Одеська обл., Лиманський район, селище міського типу Доброслав, ВУЛИЦЯ ПЕРШОТРАВНЕВА , будинок 3А","67500, Одеська обл., Лиманський район, селище міського типу Доброслав, вул. ПЕРШОТРАВНЕВА , будинок 3А",
Всеукраїнське об’єднання “Батьківщина”,Подільська районна організація,,34611770,"66300, Одеська обл., місто Подільськ, ВУЛИЦЯ 50 РОКІВ Соборна, будинок 245А","66300, Одеська обл., місто Подільськ, вул. Шкільна, 2П",
Всеукраїнське об’єднання “Батьківщина”,Окнянська районна організація,,26133796,"67900, Одеська обл., Окнянський район, селище міського типу Окни, ВУЛИЦЯ Європейська, буд. 24-А","67900, Одеська обл., Окнянський район, селище міського типу Окни, вул. Європейська, буд. 24-А",
Всеукраїнське об’єднання “Батьківщина”,Любашівська районна організація,,26133721,"66502, Одеська обл., Любашівський район, селище міського типу Любашівка, ВУЛИЦЯ РАДЯНСЬКА, будинок 101","66502, Одеська обл., Любашівський район, селище міського типу Любашівка, вул. РАДЯНСЬКА, будинок 101",
Всеукраїнське об’єднання “Батьківщина”,Миколаївська районна організація,,26133862,"67000, Одеська обл., Миколаївський район, селище міського типу Миколаївка, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 14, квартира 3","67000, Одеська обл., Миколаївський район, селище міського типу Миколаївка, вул. ЦЕНТРАЛЬНА, будинок 14, квартира 3",
Всеукраїнське об’єднання “Батьківщина”,Овідіопольська районна організація,,26133922,"67801, Одеська обл., Овідіопольський район, селище міського типу Овідіополь, ВУЛИЦЯ ЮВІЛЕЙНА, будинок 7","67801, Одеська обл., Овідіопольський район, селище міського типу Овідіополь, вул. ЮВІЛЕЙНА, будинок 7",
Всеукраїнське об’єднання “Батьківщина”,Роздільнянська районна організація ,,40401960,"67400, Одеська обл., Роздільнянський район, місто Роздільна, ЄВРОПЕЙСЬКА, будинок 40","67400, Одеська обл., Роздільнянський район, місто Роздільна, ЄВРОПЕЙСЬКА, будинок 40",
Всеукраїнське об’єднання “Батьківщина”,Ренійська районна організація,,26134809,"68800, Одеська обл., Ренійський район, місто Рені, ВУЛИЦЯ 28 ЧЕРВНЯ, будинок 134","68800, Одеська обл., Ренійський район, місто Рені, вул. 28 ЧЕРВНЯ, будинок 134",
Всеукраїнське об’єднання “Батьківщина”,Савранська районна організація,,26249458,"66200, Одеська обл., Савранський район, селище міського типу Саврань, ВУЛ. Центральна, будинок 3","66200, Одеська обл., Савранський район, селище міського типу Саврань, ВУЛ. Центральна, будинок 3",
Всеукраїнське об’єднання “Батьківщина”,Саратська районна організація ,,26109680,"68200, Одеська обл., Саратський район, селище міського типу Сарата, ВУЛИЦЯ КРІСТІАНА ВЕРНЕРА, будинок 96","68200, Одеська обл., Саратський район, селище міського типу Сарата, вул. КРІСТІАНА ВЕРНЕРА, будинок 96",
Всеукраїнське об’єднання “Батьківщина”,Тарутинська районна організація ,,26133891,"68500, Одеська обл., Тарутинський район, селище міського типу Тарутине, ВУЛ. ЛЕНІНА, будинок 158","68500, Одеська обл., Тарутинський район, селище міського типу Тарутине, ВУЛ. ЛЕНІНА, будинок 158",
Всеукраїнське об’єднання “Батьківщина”,Татарбунарська районна організація,,36714288,"68100, Одеська обл., Татарбунарський район, місто Татарбунари, ВУЛИЦЯ ЧОРНОМОРСЬКА, будинок 19 Г","68100, Одеська обл., Татарбунарський район, місто Татарбунари, вул. ЧОРНОМОРСЬКА, будинок 19 Г",
Всеукраїнське об’єднання “Батьківщина”,Захарівська районна організація,,26133833,"66700, Одеська обл., Захарівський район, селище міського типу Захарівка, ВУЛ. 1 ТРАВНЯ, будинок 37","66700, Одеська обл., Захарівський район, селище міського типу Захарівка, ВУЛ. 1 ТРАВНЯ, будинок 37",
Всеукраїнське об’єднання “Батьківщина”,Ширяївська районна організація,,26133690,"66800, Одеська обл., Ширяївський район, селище міського типу Ширяєве, ВУЛИЦЯ КОРОБЧЕНКО, будинок 25","66800, Одеська обл., Ширяївський район, селище міського типу Ширяєве, вул. КОРОБЧЕНКО, будинок 25",
Всеукраїнське об’єднання “Батьківщина”,Полтавська обласна організація ,,25784681,"36000, Полтавська обл., місто Полтава, ВУЛИЦЯ КОНСТИТУЦІЇ, будинок 11, офіс 2","36000, Полтавська обл., місто Полтава, вул. КОНСТИТУЦІЇ, будинок 11, офіс 2","ПАТ КБ ""Приватбанк"" МФО 331401, ЗКПО 25784681 р/р 26002300724001"
Всеукраїнське об’єднання “Батьківщина”,Комсомольська міська організація,,25913032,"39800, Полтавська обл., місто Горішні Плавні, ВУЛИЦЯ СТРОНИ, будинок 23","39800, Полтавська обл., місто Горішні Плавні, вул. СТРОНИ, будинок 23",
Всеукраїнське об’єднання “Батьківщина”,Кременчуцька міська організація,,25913061,"39602, Полтавська обл., місто Кременчук, ВУЛИЦЯ 60 РОКІВ ЖОВТНЯ, будинок 58/2","39602, Полтавська обл., місто Кременчук, вул. 60 РОКІВ ЖОВТНЯ, будинок 58/2",
Всеукраїнське об’єднання “Батьківщина”,Лубенська міська організація,,25913279,"37500, Полтавська обл., місто Лубни, вул. Радянська, будинок 13","37500, Полтавська обл., місто Лубни, вул. Радянська, будинок 13",
Всеукраїнське об’єднання “Батьківщина”,Зіньківська міська організація,,37263054,"38100, Полтавська обл., Зіньківський район, місто Зіньків, вул. Воздвиженська будинок 64, кв.45","38100, Полтавська обл., Зіньківський район, місто Зіньків, вул. Воздвиженська будинок 64, кв.45",_
Всеукраїнське об’єднання “Батьківщина”,Миргородська міська організація,,25913055,"37600, Полтавська обл., місто Миргород, ВУЛИЦЯ ГОГОЛЯ, будинок 111","37600, Полтавська обл., місто Миргород, вул. ГОГОЛЯ, будинок 111",
Всеукраїнське об’єднання “Батьківщина”,Полтавська міська організація,,25867697,"36014, Полтавська обл., місто Полтава, ВУЛИЦЯ Конституції, будинок 11, офіс 2","36014, Полтавська обл., місто Полтава, вул. Конституції, будинок 11, офіс 2",
Всеукраїнське об’єднання “Батьківщина”,Автозаводська районна організація,,25913150,"39602, Полтавська обл., місто Кременчук, ВУЛИЦЯ 60 РОКІВ ЖОВТНЯ, будинок 58/2","39602, Полтавська обл., місто Кременчук, вул. 60 РОКІВ ЖОВТНЯ, будинок 58/2",
Всеукраїнське об’єднання “Батьківщина”,Крюківська районна організація,,25913262,"39602, Полтавська обл., місто Кременчук, ВУЛИЦЯ 60 РОКІВ ЖОВТНЯ, будинок 58/2","39602, Полтавська обл., місто Кременчук, вул. 60 РОКІВ ЖОВТНЯ, будинок 58/2",
Всеукраїнське об’єднання “Батьківщина”,Київська районна організація,,25913090,"36014, Полтавська обл., місто Полтава, ВУЛИЦЯ Конституції, будинок 11, офіс 2","36014, Полтавська обл., місто Полтава, вул. Конституції, будинок 11, офіс 2",
Всеукраїнське об’єднання “Батьківщина”,Ленінська районна організація,,25913026,"36014, Полтавська обл., місто Полтава, ВУЛИЦЯ Конституції, будинок 11, офіс 2","36014, Полтавська обл., місто Полтава, вул. Конституції, будинок 11, офіс 2",
Всеукраїнське об’єднання “Батьківщина”,Октябрьська районна організація,,25913167,"36014, Полтавська обл., місто Полтава, ВУЛИЦЯ Конституції, будинок 11, офіс 2","36014, Полтавська обл., місто Полтава, вул. Конституції, будинок 11, офіс 2",
Всеукраїнське об’єднання “Батьківщина”,Великобагачанська районна організація,,25913121,"39100, Полтавська обл., Великобагачанський р-н, смт. Велика Багачка, вул. Європейська, буд. 60","39100, Полтавська обл., Великобагачанський р-н, смт. Велика Багачка, вул. Європейська, буд. 60","ПАТ КБ ""Приватбанк"" МФО 331401, р/р 26437054600507, 26437054600886"
Всеукраїнське об’єднання “Батьківщина”,Гадяцька районна організація,,25913291,"37300, Полтавська обл., місто Гадяч, вул. Швидкого, буд. 9","37300, Полтавська обл., місто Гадяч, вул. Швидкого, буд. 9",
Всеукраїнське об’єднання “Батьківщина”,Глобинська районна організація,,25913316,"39001, Полтавська обл., Глобинський р-н, м. Глобине, пров. Новий, буд. 5","39001, Полтавська обл., Глобинський р-н, м. Глобине, пров. Новий, буд. 5",
Всеукраїнське об’єднання “Батьківщина”,Гребінківська районна організація,,25941887,"37400, Полтавська обл. Гребінківський р-н, м. Гребінка, вул. Крупської, буд 28-В, кв. 3","37400, Полтавська обл. Гребінківський р-н, м. Гребінка, вул. Крупської, буд 28-В, кв. 3",
Всеукраїнське об’єднання “Батьківщина”,Диканська районна організація,,25913204,"38522, Полтавська обл., Диканський район, с. Писарівщина, вул. Технікумівська, будинок 12,","38522, Полтавська обл., Диканський район, с. Писарівщина, вул. Технікумівська, будинок 12,",
Всеукраїнське об’єднання “Батьківщина”,Зіньківська районна організація,,25913115,"38100, Полтавська обл., Зіньківський район, місто Зіньків, ВУЛИЦЯ ЛЕНІНА, будинок 64, квартира 45","38100, Полтавська обл., Зіньківський район, місто Зіньків, вул. ЛЕНІНА, будинок 64, квартира 45",
Всеукраїнське об’єднання “Батьківщина”,Карлівська районна організація,,25913301,"39500, Полтавська обл., Карлівський район, місто Карлівка, ПРОВУЛОК СПАРТАКА, будинок 1","39500, Полтавська обл., Карлівський район, місто Карлівка, ПРОВУЛОК СПАРТАКА, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Кобеляцька районна організація,,25913049,"39200, Полтавська обл., Кобеляцький район, місто Кобеляки, ПРОВУЛОК КАЛІНІНА, будинок 30","39200, Полтавська обл., Кобеляцький район, місто Кобеляки, ПРОВУЛОК КАЛІНІНА, будинок 30",
Всеукраїнське об’єднання “Батьківщина”,Козельщинська районна організація,,25913345,"39100, Полтавська обл., Козельщинський район, смт Козельщина, вул. Радянська, будинок 75","39100, Полтавська обл., Козельщинський район, смт Козельщина, вул. Радянська, будинок 75",
Всеукраїнське об’єднання “Батьківщина”,Котелевська районна організація,,37127213,"38600, Полтавська обл. , Котелевський р-н, смт Котельва, вул. Колонтаївська, буд. 2","38600, Полтавська обл. , Котелевський р-н, смт Котельва, вул. Колонтаївська, буд. 2",
Всеукраїнське об’єднання “Батьківщина”,Кременчуцька районна організація ,,25913003,"39763, Полтавська обл., Кременчуцький район, с. Кам'яні Потоки, вул. Боброва, будинок 32","39763, Полтавська обл., Кременчуцький район, с. Кам'яні Потоки, вул. Боброва, будинок 32",
Всеукраїнське об’єднання “Батьківщина”,Лубенська районна організація,,25913078,"37500, Полтавська обл., місто Лубни, просп. Володимирський, буд. 1/5, офіс 10","37500, Полтавська обл., місто Лубни, просп. Володимирський, буд. 1/5, офіс 10",
Всеукраїнське об’єднання “Батьківщина”,Машівська районна організація,,25913182,"39400, Полтавська обл., Машівський район, селище міського типу Машівка, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 108","39400, Полтавська обл., Машівський район, селище міського типу Машівка, вул. НЕЗАЛЕЖНОСТІ, будинок 108",
Всеукраїнське об’єднання “Батьківщина”,Миргородська районна організація,,25913256,"37600, Полтавська обл.,м. Миргород, вул. Д. Гурамішвілі, будинок 45, кв. 5","37600, Полтавська обл.,м. Миргород, вул. Д. Гурамішвілі, будинок 45, кв. 5",
Всеукраїнське об’єднання “Батьківщина”,Новосанжарська районна організація,,25913173,"39323, Полтавська обл., Новосанжарський р-н, с. Руденківка, вул. Остапа Вишні, будинок 2","39323, Полтавська обл., Новосанжарський р-н, с. Руденківка, вул. Остапа Вишні, будинок 2",
Всеукраїнське об’єднання “Батьківщина”,Оржицька районна організація,,25913227,"37700, Полтавська обл., Оржицький р-н, смт Оржиця, вул. Радянська, буд. 35","37700, Полтавська обл., Оржицький р-н, смт Оржиця, вул. Радянська, буд. 35",
Всеукраїнське об’єднання “Батьківщина”,Пирятинська районна організація,,25913084,"37044, Полтавська обл., Пирятинський район, село Вікторія, пров. Миру, будинок 3","37044, Полтавська обл., Пирятинський район, село Вікторія, пров. Миру, будинок 3",
Всеукраїнське об’єднання “Батьківщина”,Полтавська районна організація,,25913322,"38751, Полтавська обл., Полтавський район, село Розсошенці, ВУЛИЦЯ КОЦЮБИНСЬКОГО, будинок 10 А","38751, Полтавська обл., Полтавський район, село Розсошенці, вул. КОЦЮБИНСЬКОГО, будинок 10 А",
Всеукраїнське об’єднання “Батьківщина”,Решетилівська районна організація,,25913144,"38400, Полтавська обл., Решетилівський р-н, смт Решетилівка, вул Леніна, буд. 19","38400, Полтавська обл., Решетилівський р-н, смт Решетилівка, вул Леніна, буд. 19",
Всеукраїнське об’єднання “Батьківщина”,Семенівська районна організація,,25913018,"38200, Полтавська обл., Семенівський район, смт. Семенівка, ВУЛИЦЯ Леніна, будинок 1","38200, Полтавська обл., Семенівський район, смт. Семенівка, вул. Леніна, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Хорольська районна організація,,25913109,"37800, Полтавська обл., Хорольський район, місто Хорол, ВУЛИЦЯ КАРЛА МАРКСА, будинок 88, корпус 2","37800, Полтавська обл., Хорольський район, місто Хорол, вул. КАРЛА МАРКСА, будинок 88, корпус 2",
Всеукраїнське об’єднання “Батьківщина”,Чорнухинська районна організація,,25913196,"37100, Полтавська обл., Чорнухинський район, село Кізлівка, ВУЛ.ЦЕНТРАЛЬНА, будинок 102","37100, Полтавська обл., Чорнухинський район, село Кізлівка, ВУЛ.ЦЕНТРАЛЬНА, будинок 102",
Всеукраїнське об’єднання “Батьківщина”,Чутівська районна організація,,25913210,"38800, Полтавська обл., Чутівський район, селище міського типу Чутове, ВУЛИЦЯ ЖОВТНЕВА, будинок 79","38800, Полтавська обл., Чутівський район, селище міського типу Чутове, вул. ЖОВТНЕВА, будинок 79",
Всеукраїнське об’єднання “Батьківщина”,Шишацька районна організація,,25913138,"38000, Полтавська обл., Шишацький район, селище міського типу Шишаки, ВУЛИЦЯ ПАВЛИКА, будинок 2","38000, Полтавська обл., Шишацький район, селище міського типу Шишаки, вул. ПАВЛИКА, будинок 2",
Всеукраїнське об’єднання “Батьківщина”,Рівненська обласна організація ,,25797672,"33003, Рівненська обл., місто Рівне, ВУЛИЦЯ СИМОНА ПЕТЛЮРИ, будинок 1","33003, Рівненська обл., місто Рівне, вул. СИМОНА ПЕТЛЮРИ, будинок 1","Рівненське ОУ АТ Ощадбанк м. Рівне, МФО 333368, № 26004301975917"
Всеукраїнське об’єднання “Батьківщина”,Дубенська міська організація,,25930378,"35600, Рівненська обл., місто Дубно, ВУЛ. Грушевського, 55А","35600, Рівненська обл., місто Дубно, ВУЛ. Грушевського, 55А","Ощадний Банк, МФО 333368, р/р260013012638"
Всеукраїнське об’єднання “Батьківщина”,Кузнецовська міська організація,,25930770,"34400, Рівненська обл., місто Вараш, МІКРОРАЙОН БУДІВЕЛЬНИКІВ, будинок 2, приміщення 156,158","34400, Рівненська обл., місто Вараш, МІКРОРАЙОН БУДІВЕЛЬНИКІВ, будинок 2, приміщення 156,158",
Всеукраїнське об’єднання “Батьківщина”,Острозька міська організація,,25930303,"35800, Рівненська обл., м.Острог, вул.Татарська,1","35800, Рівненська обл., м.Острог, вул.Татарська,1",
Всеукраїнське об’єднання “Батьківщина”,Рівненська міська організація,,25930384,"33028, Рівненська обл., місто Рівне, ВУЛИЦЯ СИМОНА ПЕТЛЮРИ, будинок 1","33028, Рівненська обл., місто Рівне, вул. СИМОНА ПЕТЛЮРИ, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Березнівська районна організація,,25930786,"34600, Рівненська обл., Березнівський район, місто Березне, ВУЛИЦЯ АНДРІЇВСЬКА, будинок 36","34600, Рівненська обл., Березнівський район, місто Березне, вул. АНДРІЇВСЬКА, будинок 36",
Всеукраїнське об’єднання “Батьківщина”,Володимирецька районна організація,,25930311,"34300, Рівненська обл., Володимирецький р-н, смт.Володимирець, вул.Горького, 1","34300, Рівненська обл., Володимирецький р-н, смт.Володимирець, вул.Шкільна, буд.5.","ПАТ КБ ""Приватбанк"" МФО 333391, р/р 26009054729281"
Всеукраїнське об’єднання “Батьківщина”,Гощанська районна організація,,25930556,"35400, Рівненська обл., Гощанський район, селище міського типу Гоща, ВУЛ. Центральна, будинок13А","35400, Рівненська обл., Гощанський район, селище міського типу Гоща, ВУЛ. Центральна, будинок13А",
Всеукраїнське об’єднання “Батьківщина”,Демидівська районна організація,,25930295,"35200, Рівненська обл., Демидівський район, селище міського типу Демидівка, ВУЛ.17 ВЕРЕСНЯ, будинок 4","35200, Рівненська обл., Демидівський район, селище міського типу Демидівка, ВУЛ.17 ВЕРЕСНЯ, будинок 4",
Всеукраїнське об’єднання “Батьківщина”,Дубенська районна організація,,25930792,"35600,Рівненська обл, м.Дубно вул.Городня,14","35600,Рівненська обл, м.Дубно вул.Городня,14","Рівненське обласне управління АТ ""Ощадбанк"", 333368, №26005300004866"
Всеукраїнське об’єднання “Батьківщина”,Дубровицька районна організація,,25930540,"34100, Рівненська обл., Дубровицький р-н, м.Дубровиця, вул.Володимирська,47","34100, Рівненська обл., Дубровицький р-н, м.Дубровиця, вул.Володимирська,47",
Всеукраїнське об’єднання “Батьківщина”,Зарічненська районна організація,,25930800,"34000, Рівненська обл., Зарічненський район, селище міського типу Зарічне, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 2","34000, Рівненська обл., Зарічненський район, селище міського типу Зарічне, вул. ГРУШЕВСЬКОГО, будинок 2",
Всеукраїнське об’єднання “Батьківщина”,Здолбунівська районна організація,,25930289,"35705, Рівненська обл., Здолбунівський р-н, м.Здолбунів, вул.Незалежності, 42","35705, Рівненська обл., Здолбунівський р-н, м.Здолбунів, вул.Незалежності, 11","АТ ""Ощадбанк"", МФО 333368, №26009300025272"
Всеукраїнське об’єднання “Батьківщина”,Корецька районна організація ,,25930272,"34700, Рівненська обл., Корецький район, місто Корець, ВУЛИЦЯ КИЇВСЬКА, будинок 80, кімната 4","34700, Рівненська обл., Корецький район, місто Корець, вул. КИЇВСЬКА, будинок 80, кімната 4",
Всеукраїнське об’єднання “Батьківщина”,Костопільська районна організація,,25930562,"35000, Рівненська обл., Костопільський район, місто Костопіль, ПРОВУЛОК АРТИЛЕРІЙСЬКИЙ, будинок 4 А","35000, Рівненська обл., Костопільський район, місто Костопіль, ПРОВУЛОК АРТИЛЕРІЙСЬКИЙ, будинок 4 А",
Всеукраїнське об’єднання “Батьківщина”,Млинівська районна організація,,25930361,"35100, Рівненська обл. Млинівський р-н смт Млинів, вул.Ватутіна Буд.1","35100, Рівненська обл. Млинівський р-н смт Млинів, вул.Ватутіна Буд.1",
Всеукраїнське об’єднання “Батьківщина”,Острозька районна організація,,25930349,"35800, Рівненська обл., місто Острог, ВУЛИЦЯ ТАТАРСЬКА, будинок 1","35800, Рівненська обл., місто Острог, вул. ТАТАРСЬКА, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Радивилівська районна організація,,25930332,"35500, Рівненська обл., Радивилівський район, місто Радивилів, ВУЛИЦЯ ПАРКОВА, будинок 3","35500, Рівненська обл., Радивилівський район, місто Радивилів, вул. ПАРКОВА, будинок 3",
Всеукраїнське об’єднання “Батьківщина”,Рівненська районна організація,,25930585,"33001, м.Рівне, вул.П.Могили, 22б, кб.81","33001, м.Рівне, вул.П.Могили, 22б, кб.81","ПАТ КБ ""Приватбанк"", МФО 333391, р/р 26004054715319"
Всеукраїнське об’єднання “Батьківщина”,Рокитнівська районна організація,,25930579,"34200, Рівненська область Рокитнівський р-н смт. Рокитне вул.Незалежності, буд. 5А.","34200, Рівненська область Рокитнівський р-н смт. Рокитне вул. Соборна, буд.15",
Всеукраїнське об’єднання “Батьківщина”,Сарненська районна організація,,25930355,"34500, Рівненська обл., Сарненський р-н, м.Сарни, вул.Демократична, 34","34500, Рівненська обл., Сарненський р-н, м.Сарни, вул.Демократична, 34","Рівненське ОУ АТ Ощадбанк, МФО 333368, № 260063012594"
Всеукраїнське об’єднання “Батьківщина”,Сумська обласна організація ,,24011118,"40022, Сумська обл., місто Суми, ВУЛИЦЯ ГАЗЕТИ ""ПРАВДА"", будинок 9","40022, Сумська обл., місто Суми, вул. ГАЗЕТИ ""ПРАВДА"", будинок 9","ПАТ КБ ""Приватбанк"" МФО 337546, р/р 26009055022131"
Всеукраїнське об’єднання “Батьківщина”,Сумська міська організація,,24016224,"40022, Сумська обл., місто Суми, ВУЛИЦЯ ГАЗЕТИ ПРАВДИ, будинок 9","40022, Сумська обл., місто Суми, вул. ГАЗЕТИ ПРАВДИ, будинок 9","ПАТ КБ ""Приватбанк"" ЄДРПОУ 24016224, МФО 337546, р/р 26002055019839"
Всеукраїнське об’єднання “Батьківщина”,Глухівська міська організація,,24015957,"41400, Сумська обл., місто Глухів, ВУЛИЦЯ Інститутська, будинок 22","41400, Сумська обл., місто Глухів, вул. Інститутська, будинок 22","ПАТ КБ ""Приватбанк"" МФО 337546, р/р 26004055019365"
Всеукраїнське об’єднання “Батьківщина”,Конотопська міська організація,,37052248,"41600, Сумська обл., місто Конотоп, ВУЛИЦЯ Миру, будинок 6","41600, Сумська обл., місто Конотоп, вул. Миру, будинок 6","ПАТ КБ ""Приватбанк"" МФО 337546, р/р 26002055017187"
Всеукраїнське об’єднання “Батьківщина”,Лебединська міська організація,,37261497,"42200, Сумська обл., місто Лебедин, ВУЛИЦЯ Тараса Шевченка, будинок 5","42200, Сумська обл., місто Лебедин, вул. Тараса Шевченка, будинок 5","ПАТ КБ ""Приватбанк"" МФО 337546, р/р 26004055019183"
Всеукраїнське об’єднання “Батьківщина”,Охтирська міська організація,,24016891,"42700, Сумська обл., місто Охтирка, вул. Незалежності, будинок 12","42700, Сумська обл., місто Охтирка, вул. Незалежності, будинок 12","ПАТ КБ ""Приватбанк"" МФО 337546, р/р 26004055015693"
Всеукраїнське об’єднання “Батьківщина”,Роменська міська організація,,24015986,"42000, Сумська обл., місто Ромни, БУЛЬВ. ШЕВЧЕНКА, будинок 7/5","42000, Сумська обл., місто Ромни, БУЛЬВ. ШЕВЧЕНКА, будинок 7/5","ПАТ КБ ""Приватбанк"" МФО 337546, р/р 26002055023018"
Всеукраїнське об’єднання “Батьківщина”,Шосткинська міська організація,,24015880,"41100, Сумська обл., місто Шостка, ВУЛИЦЯ ДЕПУТАТСЬКА, будинок 1","41100, Сумська обл., місто Шостка, вул. ДЕПУТАТСЬКА, будинок 1","ПАТ КБ ""ПРИВАТБАНК"", МФО 337546, пот.рах. №26000055023775"
Всеукраїнське об’єднання “Батьківщина”,Зарічна районна організація,,24015963,"40022, м. Суми, вул. Газети Правди, б 9","40022, м. Суми, вул. Газети Правди, б 9",
Всеукраїнське об’єднання “Батьківщина”,Ковпаківська районна організація,,24015970,"40022, м. Суми, вул. Газети Правди, будинок 9","40022, м. Суми, вул. Газети Правди, будинок 9",
