???? ?????????? ??????? ? ??????? ?????????? ??????,???????????? ?????,????? ?????????????? ?????????,??? (??? ???. ????)/????? (??? ??. ????),???????????????? ??? (??? ???. ????)/??? ?????? (??? ??. ????),????? ?????????? (??? ???. ????)/???????? ?????? (??? ??. ????),??????? ??????????? ???????,??? ?????,???? (???),??? ???????????,??? ???????,??????,??????? ???????????,????? ???????,???????,
2017-04-27,"??? ?? ""??????????""",59,?? ?????? ?.?.,,?. ?????????,?????? ?? ?????????? ???-??????,3.4.2,4800,??????? ?????,???????? ???????,??????????? ????,??????????? ??????? ???????????,26008055807991,??????????? ???????,
2017-04-27,"??? ?? ""??????????""",61,??? ??????? (?????) ???????? ??????????,,?. ???????,?????? ?? ?????????? ????????,3.4.2,33165,??????? ?????,???????? ???????,??????????? ????,??????????? ??????? ???????????,26008055807991,??????????? ???????,
2017-05-05,"??? ?? ""??????????""",62,?????? ??????? ???????????,,?. ???????,?????? ?? ??????,3.1.1,12516,??????? ?????,???????? ???????,??????????? ????,??????????? ??????? ???????????,26008055807991,??????????? ???????,
2017-06-26,"??? ?? ""??????????""",64,?????? ??????? ???????????,,?. ???????,?????? ?? ??????,3.1.1,12516,??????? ?????,???????? ???????,??????????? ????,??????????? ??????? ???????????,26008055807991,??????????? ???????,
2017-04-03,??? “?????????????”,171142,"??? ""?????????????""",38222036,"???????????? ???., ?.???????, ???.????? 11",??????? ?? ????????????-?????? ??????????????,3.3.8,"74,35",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003016000800,???????????? ???????,
2017-04-05,??? “?????????????”,171142,"??? ""?????????????""",38222036,"???????????? ???., ?.???????, ???.????? 11",??????? ?? ????????????-?????? ??????????????,3.3.8,7,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003016000800,???????????? ???????,
2017-04-05,??? “?????????????”,114,?????????? ????????? ????????????? ?????? ??????? ? ????????????? ?????? ????????????? ??????? (??????????? ????? ????? ??????? ????????????? ??????),37916557,"???????????? ???., ???????????? ?????, ????? ???????, ????? ???????, ???. 6","??????? ??????? ?? ?? ""??????????? ????"" ? ????????????? ???.",3.9,1236,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003016000800,???????????? ???????,
2017-04-20,??? “?????????????”,171142,"??? ""?????????????""",38222036,"???????????? ???., ?.???????, ???.????? 11",??????? ?? ????????????-?????? ??????????????,3.3.8,75,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003016000800,???????????? ???????,
2017-05-19,??? “?????????????”,171142,"??? ""?????????????""",38222036,"???????????? ???., ?.???????, ???.????? 11",??????? ?? ????????????-?????? ??????????????,3.3.8,75,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003016000800,???????????? ???????,
2017-05-24,??? “?????????????”,115,"??? ""?????""",22104527,"???????????? ???., ????? ???????, ???. ????????, ???. 60, ???? 4",????????? ?? ??????? ????????,3.3.5,"1072,68",???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003016000800,???????????? ???????,
2017-05-24,??? “?????????????”,171142,"??? ""?????????????""",38222036,"???????????? ???., ?.???????, ???.????? 11",??????? ?? ????????????-?????? ??????????????,3.3.8,7,???????? ?????,???????? ???????,??????????? ????,???????????? ??????? ???????????,26003016000800,???????????? ???????,
2017-04-11,"??? ""????""",36,??? ????????? ?.?.,,?. ?????????,?????? ?? ?????????? ???????,3.3.6,"1800,67",??????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-11,"??? ""????""",37,??? ????????? ?.?.,,?. ?????????,?????? ?? ?????? ??????????,3.6.2,2500,??????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-05-12,"??? ""????""",44,??? ????????? ?.?.,,?. ?????????,?????? ?? ?????????? ???????,3.3.6,"422,12",??????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-05-12,"??? ""????""",43,??? ????????? ?.?.,,?. ?????????,?????? ?? ?????? ??????????,3.3.2,2500,??????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-06-08,"??? ""????""",48,??? ????????? ?.?.,,?. ?????????,?????? ?? ?????????? ???????,3.3.6,"441,83",??????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-06-08,"??? ""????""",49,??? ????????? ?.?.,,?. ?????????,?????? ?? ?????? ??????????,3.3.2,2500,??????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-03,"??? ""????""",TR.12469617.57712.3884,"??? ""????""",14282829,"?. ????, ???. ???????????, ???.4",??????? ?????,3.3.8,10,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-03,"??? ""????""",30,?????????? ?????? ??????? ???????,38025629,"?. ??????, ???. ??????????, ???. 72?",?????? ???????? ???????,3.9,2161,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-03,"??? ""????""",31,?????????? ?????? ??????? ???????,38025629,"?. ??????, ???. ??????????, ???. 72?",?????? ???????? ???????,3.9,2161,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-05,"??? ""????""",32,"??? ""?????????? ??????? ""????????""",31122120,"?. ?????????, ???. ??????, 16",?????? ?? ???? ??????,3.1.1,"41126,4",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-06,"??? ""????""",33,"???? ""??????-??????""",19199961,"?. ????, ????. ????????, ???. 3/49038",?????? ?? ??????? ??'????,3.3.5,660,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-06,"??? ""????""",34,"???? ""??????-??????""",19199961,"?. ????, ????. ????????, ???. 3/49038",?????? ?? ??????? ??'????,3.3.5,"554,8",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-07,"??? ""????""",35,"??? ""?????????? ??????? ""????????""",31122120,"?. ?????????, ???. ??????, 16",?????? ?? ???? ??????,3.1.1,"655,2",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-21,"??? ""????""",38,"??? ""?????????? ??????? ""????????""",31122120,"?. ?????????, ???. ??????, 16",?????? ?? ???? ??????,3.1.1,"41781,6",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-25,"??? ""????""",39,"???? ""??????-??????""",19199961,"?. ????, ????. ????????, ???. 3/49038",?????? ?? ??????? ??'????,3.3.5,"23,4",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-28,"??? ""????""",TR.21139623.370921.359,"??? ""????""",14282829,"?. ????, ???. ???????????, ???.4",??????? ?????,3.3.8,120,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-05-05,"??? ""????""",40,"??? ""?????????? ??????? ""????????""",31122120,"?. ?????????, ???. ??????, 16",?????? ?? ???? ??????,3.1.1,"41781,6",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-05-10,"??? ""????""",41,"???? ""??????-??????""",19199961,"?. ????, ????. ????????, ???. 3/49038",?????? ?? ??????? ??'????,3.3.5,"578,2",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-05-10,"??? ""????""",42,"???? ""??????-??????""",19199961,"?. ????, ????. ????????, ???. 3/49038",?????? ?? ??????? ??'????,3.3.5,660,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-05-25,"??? ""????""",45,"??? ""?????????? ??????? ""????????""",31122120,"?. ?????????, ???. ??????, 16",?????? ?? ???? ??????,3.1.1,"41781,6",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-05-31,"??? ""????""",TR.21139623.512243.359,"??? ""????""",14282829,"?. ????, ???. ???????????, ???.4",??????? ?????,3.3.8,120,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-06-07,"??? ""????""",47,"???? ""??????-??????""",19199961,"?. ????, ????. ????????, ???. 3/49038",?????? ?? ??????? ??'????,3.3.5,"578,2",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-06-07,"??? ""????""",46,"???? ""??????-??????""",19199961,"?. ????, ????. ????????, ???. 3/49038",?????? ?? ??????? ??'????,3.3.5,660,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-06-14,"??? ""????""",50,"??? ""?????????? ??????? ""????????""",31122120,"?. ?????????, ???. ??????, 16",?????? ?? ???? ??????,3.1.1,"41781,6",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-06-29,"??? ""????""",51,"??? ""?????????? ??????? ""????????""",31122120,"?. ?????????, ???. ??????, 16",?????? ?? ???? ??????,3.1.1,"41781,6",???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-06-30,"??? ""????""",TR.21139623.350287.359,"??? ""????""",14282829,"?. ????, ???. ???????????, ???.4",??????? ?????,3.3.8,120,???????? ?????,???????? ???????,??????????? ????,?????????? ??????? ???????????,2600612837,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",5,????????? ????? ?????????????,,?. ?????????,?????????? ??????. ??????????,3.2.3,5900,??????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700413,?????????? ???????,
2017-04-28,"??? ?? ""??????????""",8,????????? ????? ?????????????,,?. ?????????,?????????? ??????. ??????????,3.2.3,10000,??????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700413,?????????? ???????,
2017-04-28,"??? ?? ""??????????""",9,????????? ????? ?????????????,,?. ?????????,?????????? ??????. ??????????,3.2.3,8700,??????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700413,?????????? ???????,
2017-04-18,"??? ?? ""??????????""",7,"?? ""???????? ?????? ""??????? ?????""",2472861,"?. ??????, ???. ??????????, ???. 25",?????????? ??????. ??????????,3.2.3,1200,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700275,?????????? ???????,
2017-04-20,"??? ?? ""??????????""",10,"?? ""???????? ?????? ""??????? ?????""",2472861,"?. ??????, ???. ??????????, ???. 25",?????????? ??????. ??????????,3.2.3,828,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700275,?????????? ???????,
2017-04-21,"??? ?? ""??????????""",14,"??? ""????-????""",30744406,"?. ?????????, ???. ????????, ???. 95, ??. 43",???????????? ???????,3.1.1,8268,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700275,?????????? ???????,
2017-04-21,"??? ?? ""??????????""",12,"?? ""???????? ?????? ""??????? ?????""",2472861,"?. ??????, ???. ??????????, ???. 25",?????????? ??????. ??????????,3.2.3,640,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700275,?????????? ???????,
2017-04-25,"??? ?? ""??????????""",16,"?? ""???????? ?????? ""??????? ?????""",2472861,"?. ??????, ???. ??????????, ???. 25",?????????? ??????. ??????????,3.2.3,"2762,8",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26428055700275,?????????? ???????,
2017-04-22,"??? ?? ""??????????""",1,"??? ""????-????""",30744406,"?. ?????????, ???. ????????, ???. 95, ??. 43",???????????? ???????,3.1.1,6036,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26429055700661,?????????? ???????,
2017-04-13,"??? ?? ""??????????""",1,???????? ?????? ??????????,,?. ?????????,???????????? ????. ?????????,3.1.1,3075,??????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-04-10,"??? ?? ""??????????""",6,???????? ?????? ??????????,,?. ?????????,???????????? ????. ?????????,3.1.1,3090,??????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",26,???????? ?????? ?????????????,,?. ?????????,??????????? ??????,3.3.9,3000,??????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-12,"??? ?? ""??????????""",1,"??? ""???????? ?????? ""?????????????? ?????????",13614672,"?. ?????????, ???. ???????? 4-?",?????????? ??????. ??????????,3.2.3,14250,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-04-13,"??? ?? ""??????????""",1,"??? ""???????? ""???-????""",31398167,"?. ?????????, ?????. ???????? ???????????????? ???.7 ??. 33",???????????? ????. ?????????,3.1.1,3180,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-04-13,"??? ?? ""??????????""",1,"??? ""????-????""",30744406,"?. ?????????, ???. ????????, ???. 95, ??. 43",???????????? ???????,3.1.1,2800,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-04-14,"??? ?? ""??????????""",1,"??? ""????-????""",30744406,"?. ?????????, ???. ????????, ???. 95, ??. 43",???????????? ???????,3.1.1,13260,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-04-14,"??? ?? ""??????????""",1,"??? ""???????? ""???-????""",31398167,"?. ?????????, ?????. ???????? ???????????????? ???.7 ??. 33",???????????? ????. ?????????,3.1.1,3852,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",1,"??? ""???????? ?????? ""?????????????? ?????????",13614672,"?. ?????????, ???. ???????? 4-?",?????????? ??????. ??????????,3.2.3,38000,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-05-19,"??? ?? ""??????????""",28,?? ? ???????????? ??????,38025629,"?. ??????, ???. ??????????, ???. 72?","????????????? ?? ????????? ??????? ??????, ?? ???????????? ??????????",3.11.3,"8,46",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26433055700077,?????????? ???????,
2017-04-07,"??? ?? ""??????????""",1,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,1575,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-07,"??? ?? ""??????????""",2,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,2000,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-07,"??? ?? ""??????????""",3,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,1400,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-10,"??? ?? ""??????????""",4,"??? ""???????? ?????? ""?????????????? ?????????",13614672,"?. ?????????, ???. ???????? 4-?",?????????? ??????. ??????????,3.2.3,14250,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-10,"??? ?? ""??????????""",5,"??? ""????? ""??-5""",13630346,"?. ?????????, ???. ???????? 4-?",?????????? ??????. ??????????,3.2.1,5000,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-10,"??? ?? ""??????????""",7,"??? ""???????? ""???-????""",31398167,"?. ?????????, ?????. ???????? ???????????????? ???.7 ??. 33",???????????? ????. ?????????,3.1.1,3180,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-10,"??? ?? ""??????????""",8,"??? ""????-????""",30744406,"?. ?????????, ???. ????????, ???. 95, ??. 43",???????????? ???????,3.1.1,2808,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-14,"??? ?? ""??????????""",9,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,4900,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-18,"??? ?? ""??????????""",10,"??? ""???????? ""???-????""",31398167,"?. ?????????, ?????. ???????? ???????????????? ???.7 ??. 33",???????????? ????. ?????????,3.1.1,5640,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-18,"??? ?? ""??????????""",11,"??? ""????-????""",30744406,"?. ?????????, ???. ????????, ???. 95, ??. 43",???????????? ???????,3.1.1,10200,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-18,"??? ?? ""??????????""",12,"??? ""???????? ?????? ""?????????????? ?????????",13614672,"?. ?????????, ???. ???????? 4-?",?????????? ??????. ??????????,3.2.3,19000,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-20,"??? ?? ""??????????""",13,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,"1686,3",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-20,"??? ?? ""??????????""",14,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,"868,7",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-20,"??? ?? ""??????????""",15,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,658,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-21,"??? ?? ""??????????""",16,"??? ""???????? ""???-????""",31398167,"?. ?????????, ?????. ???????? ???????????????? ???.7 ??. 33",???????????? ????. ?????????,3.1.1,1920,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-21,"??? ?? ""??????????""",17,"??? ""???????? ""???-????""",31398167,"?. ?????????, ?????. ???????? ???????????????? ???.7 ??. 33",???????????? ????. ?????????,3.1.1,540,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",18,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,3213,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",19,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,"892,5",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",20,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,357,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",21,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,"1963,5",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",22,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,"1383,38",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",23,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,"46,2",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",24,"??? ""?????? 4""",36936792,"?. ???????-???????????, ???. ???????, ???. 55",?????????? ??????. ??????????,3.2.3,"2320,5",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-26,"??? ?? ""??????????""",25,"?? ""??????""",37511956,"?. ?????, ???. ??????????, ???. 5, ??. 46",??????????? ??????,3.3.9,5000,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-27,"??? ?? ""??????????""",27,"??? ""???????? ?????? ""?????????????? ?????????",13614672,"?. ?????????, ???. ???????? 4-?",?????????? ??????. ??????????,3.2.3,38000,???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-05-19,"??? ?? ""??????????""",25,?? ? ???-?????. ??????,38015694,"?. ???????-???????????, ???. ??????, ???. 5?","????????????? ?? ????????? ??????? ??????, ?? ???????????? ??????????",3.11.3,"7,92",???????? ?????,??????? ????????? ????? ?????????? ??????,??????????? ????,?????????? ??????? ???????????,26438055700254,?????????? ???????,
2017-04-24,"?? ""????? ????""",35,?? “????? ????”,26410346,"04071, ?. ????, ?????????????? ?????, ????????????? ????????, ??????? 6, ?????? ?","??????????? ????? ?? ???????????? ??????? ""????????-???????""?? ??????? 2017 ?. ?????? ??????? ?????. ??? ???.",3.3.8,115,???????? ?????,???????? ???????,??????????? ????,???????? ??????? ???????????,26006001030575,???????? ???????,
2017-05-24,"?? ""????? ????""",35,?? “????? ????”,26410346,"04071, ?. ????, ?????????????? ?????, ????????????? ????????, ??????? 6, ?????? ?","??????????? ????? ?? ???????????? ??????? ""????????-???????""?? 05.2017 ?. ?????? ??????? ?????. ??? ???.",3.3.8,115,???????? ?????,???????? ???????,??????????? ????,???????? ??????? ???????????,26006001030575,???????? ???????,
2017-06-30,"?? ""????? ????""",13,?? “????? ????”,26410346,"04071, ?. ????, ?????????????? ?????, ????????????? ????????, ??????? 6, ?????? ?","??????????? ????? ?? ???????????? ??????? ""????????-???????""?? 06.2017 ?. ?????? ??????? ?????. ??? ???.",3.3.8,115,???????? ?????,???????? ???????,??????????? ????,???????? ??????? ???????????,26006001030575,???????? ???????,
2017-04-04,"?? ""?????????”",14,"??? ""????????-?????""",23696346,"25009, ?????????????? ???., ?. ??????????, ???. ??????, ???. 88?",?? ?????? ??.???.?551 ??? 31.03.2017?.,3.1.1,7104,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-04-11,"?? ""?????????”",15,"???????? ?????????? ??????????  ""???????""",35189545,"25002 ?. ??????????,  ???. ????????????, 7 ,?. 401","??????????? ????????, ?????? ",3.3.2,"76,1",???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,-
2017-04-24,"?? ""?????????”",16,"???????? ?????????? ??????????  ""???????""",35189545,"25002 ?. ??????????,  ???. ????????????, 7 ,?. 401",?????? ??????????,3.3.2,17,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,-
2017-04-28,"?? ""?????????”",26979059,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,????????????-?????? ??????????????,3.3.8,6,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-04-28,"?? ""?????????”",26978954,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,???????????? ???????? IFOBS,3.3.7,75,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-04-28,"?? ""?????????”",26979020,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,??????? ???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-05-03,"?? ""?????????”",17,"??? ""????????-?????""",23696346,"25009, ?????????????? ???., ?. ??????????, ???. ??????, ???. 88?",?? ?????? ??.???.?687 ??? 24.04.2017?.,3.1.1,6000,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-05-10,"?? ""?????????”",18,"??? ""????????-?????""",23696346,"25009, ?????????????? ???., ?. ??????????, ???. ??????, ???. 88?",?? ?????? ??.???.?737 ??? 04.05.2017?.,3.1.1,3000,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-05-31,"?? ""?????????”",34682647,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,????????????-?????? ??????????????,3.3.8,4,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-05-31,"?? ""?????????”",34682885,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,???????????? ???????? IFOBS,3.3.7,75,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-05-31,"?? ""?????????”",34682705,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,??????? ???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-06-08,"?? ""?????????”",19,"???????? ?????????? ??????????  ""???????""",35189545,"25002 ?. ??????????,  ???. ????????????, 7 ,?. 401",?????? ??????????,3.3.2,17,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,-
2017-06-30,"?? ""?????????”",42058795,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,????????????-?????? ??????????????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-06-30,"?? ""?????????”",42058870,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,???????????? ???????? IFOBS,3.3.7,75,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
